11028|CAP||0|||0||127738800,0|0|0|
11028|INT||0|T_FIJA||0|T_FIJA|0,0|18.9|0|
11028|IMO||0|T_USURA||0||0,0|25.62|0|
15163|CAP||0|||0||8510000,0|0|0|
15163|INT||0|T_FIJA||0|T_FIJA|0,0|21.9|0|
15163|IMO||0|T_USURA||0||0,0|25.62|0|
16353|CAP||0|||0||5462771,0|0|0|
16353|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
16353|IMO||0|T_USURA||0||0,0|25.62|0|
25224|CAP||0|||0||10000000,0|0|0|
25224|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
25224|IMO||0|T_USURA||0||0,0|25.62|0|
25433|CAP||0|||0||14000000,0|0|0|
25433|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
25433|IMO||0|T_USURA||0||0,0|25.62|0|
25458|CAP||0|||0||3500000,0|0|0|
25458|INT||0|T_FIJA||0|T_FIJA|0,0|26.01|0|
25458|IMO||0|T_USURA||0||0,0|25.62|0|
25499|CAP||0|||0||3000000,0|0|0|
25499|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
25499|IMO||0|T_USURA||0||0,0|25.62|0|
25814|CAP||0|||0||3000000,0|0|0|
25814|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
25814|IMO||0|T_USURA||0||0,0|25.62|0|
25974|CAP||0|||0||9470000,0|0|0|
25974|INT||0|T_FIJA||0|T_FIJA|0,0|26.01|0|
25974|IMO||0|T_USURA||0||0,0|25.62|0|
25992|CAP||0|||0||20630000,0|0|0|
25992|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
25992|IMO||0|T_USURA||0||0,0|25.62|0|
26025|CAP||0|||0||15000000,0|0|0|
26025|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
26025|IMO||0|T_USURA||0||0,0|25.62|0|
26114|CAP||0|||0||5000000,0|0|0|
26114|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
26114|IMO||0|T_USURA||0||0,0|25.62|0|
30000|CAP||0|||0||14000000,0|0|0|
30000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
30000|IMO||0|T_USURA||0||0,0|25.62|0|
160000|CAP||0|||0||14000000,0|0|0|
160000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
160000|IMO||0|T_USURA||0||0,0|25.62|0|
290000|CAP||0|||0||14000000,0|0|0|
290000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
290000|IMO||0|T_USURA||0||0,0|25.62|0|
420000|CAP||0|||0||14000000,0|0|0|
420000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
420000|IMO||0|T_USURA||0||0,0|25.62|0|
550000|CAP||0|||0||14000000,0|0|0|
550000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
550000|IMO||0|T_USURA||0||0,0|25.62|0|
680000|CAP||0|||0||14000000,0|0|0|
680000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
680000|IMO||0|T_USURA||0||0,0|25.62|0|
810000|CAP||0|||0||14000000,0|0|0|
810000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
810000|IMO||0|T_USURA||0||0,0|25.62|0|
120000|CAP||0|||0||15000000,0|0|0|
120000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
120000|IMO||0|T_USURA||0||0,0|25.62|0|
250000|CAP||0|||0||15000000,0|0|0|
250000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
250000|IMO||0|T_USURA||0||0,0|25.62|0|
380000|CAP||0|||0||15000000,0|0|0|
380000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
380000|IMO||0|T_USURA||0||0,0|25.62|0|
510000|CAP||0|||0||15000000,0|0|0|
510000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
510000|IMO||0|T_USURA||0||0,0|25.62|0|
640000|CAP||0|||0||15000000,0|0|0|
640000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
640000|IMO||0|T_USURA||0||0,0|25.62|0|
770000|CAP||0|||0||15000000,0|0|0|
770000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
770000|IMO||0|T_USURA||0||0,0|25.62|0|
50000|CAP||0|||0||3000000,0|0|0|
50000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
50000|IMO||0|T_USURA||0||0,0|25.62|0|
180000|CAP||0|||0||3000000,0|0|0|
180000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
180000|IMO||0|T_USURA||0||0,0|25.62|0|
310000|CAP||0|||0||3000000,0|0|0|
310000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
310000|IMO||0|T_USURA||0||0,0|25.62|0|
440000|CAP||0|||0||3000000,0|0|0|
440000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
440000|IMO||0|T_USURA||0||0,0|25.62|0|
570000|CAP||0|||0||3000000,0|0|0|
570000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
570000|IMO||0|T_USURA||0||0,0|25.62|0|
700000|CAP||0|||0||3000000,0|0|0|
700000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
700000|IMO||0|T_USURA||0||0,0|25.62|0|
830000|CAP||0|||0||3000000,0|0|0|
830000|INT||0|T_FIJA||0|T_FIJA|0,0|20.98|0|
830000|IMO||0|T_USURA||0||0,0|25.62|0|
90000|CAP||0|||0||3000000,0|0|0|
90000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
90000|IMO||0|T_USURA||0||0,0|25.62|0|
220000|CAP||0|||0||3000000,0|0|0|
220000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
220000|IMO||0|T_USURA||0||0,0|25.62|0|
350000|CAP||0|||0||3000000,0|0|0|
350000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
350000|IMO||0|T_USURA||0||0,0|25.62|0|
480000|CAP||0|||0||3000000,0|0|0|
480000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
480000|IMO||0|T_USURA||0||0,0|25.62|0|
610000|CAP||0|||0||3000000,0|0|0|
610000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
610000|IMO||0|T_USURA||0||0,0|25.62|0|
740000|CAP||0|||0||3000000,0|0|0|
740000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
740000|IMO||0|T_USURA||0||0,0|25.62|0|
870000|CAP||0|||0||3000000,0|0|0|
870000|INT||0|T_FIJA||0|T_FIJA|0,0|18.16|0|
870000|IMO||0|T_USURA||0||0,0|25.62|0|
130000|CAP||0|||0||5000000,0|0|0|
130000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
130000|IMO||0|T_USURA||0||0,0|25.62|0|
260000|CAP||0|||0||5000000,0|0|0|
260000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
260000|IMO||0|T_USURA||0||0,0|25.62|0|
390000|CAP||0|||0||5000000,0|0|0|
390000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
390000|IMO||0|T_USURA||0||0,0|25.62|0|
520000|CAP||0|||0||5000000,0|0|0|
520000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
520000|IMO||0|T_USURA||0||0,0|25.62|0|
650000|CAP||0|||0||5000000,0|0|0|
650000|INT||0|T_FIJA||0|T_FIJA|0,0|24.51|0|
650000|IMO||0|T_USURA||0||0,0|25.62|0|
780000|CAP||0|||0||5000000,0|0|0|
